dataset,n_train,feature_index,feature_class,unique_count,min_train,max_train,range_strategy,range_l,range_u,mean,std,param_strategy
36_speech,2580,0,continuous,2558,-3.4692,3.3565,zscore_range,,,-0.1893076348837209,0.9055193668035026,zscore
36_speech,2580,1,continuous,2563,-3.7198,3.5174,zscore_range,,,0.11194016124031007,0.8960052535809023,zscore
36_speech,2580,2,continuous,2554,-3.8751,3.3166,zscore_range,,,0.22011190116279072,0.9392641408431042,zscore
36_speech,2580,3,continuous,2560,-3.2182,3.4006,zscore_range,,,0.21194889651162788,0.8895732940584341,zscore
36_speech,2580,4,continuous,2562,-2.898,3.2251,zscore_range,,,-0.11224026085271316,0.8988849369417143,zscore
36_speech,2580,5,continuous,2556,-3.5998,3.8626,zscore_range,,,-0.09642373410852711,0.959811782928584,zscore
36_speech,2580,6,continuous,2563,-3.128,3.5612,zscore_range,,,-0.11317217325581397,0.9214773659253993,zscore
36_speech,2580,7,continuous,2565,-3.1846,3.2922,zscore_range,,,0.04992395116279069,0.9256712770024307,zscore
36_speech,2580,8,continuous,2564,-3.1913,4.1821,zscore_range,,,0.23546528643410855,0.9096202604502089,zscore
36_speech,2580,9,continuous,2554,-3.6444,2.9712,zscore_range,,,-0.029762978682170545,0.9156794292885013,zscore
36_speech,2580,10,continuous,2557,-3.5009,2.7049,zscore_range,,,-0.2819490027131783,0.9344997820839268,zscore
36_speech,2580,11,continuous,2557,-3.7212,3.6133,zscore_range,,,0.1209354065891473,0.8999415166009522,zscore
36_speech,2580,12,continuous,2564,-3.4859,2.9845,zscore_range,,,-0.022542663953488366,0.8776930800117743,zscore
36_speech,2580,13,continuous,2560,-3.2508,3.2232,zscore_range,,,0.01825380620155039,0.9088748544422472,zscore
36_speech,2580,14,continuous,2561,-2.9589,4.5404,zscore_range,,,0.09859485736434107,0.8939947501719583,zscore
36_speech,2580,15,continuous,2563,-3.8117,3.686,zscore_range,,,-0.18706716589147288,0.9180364633617792,zscore
36_speech,2580,16,continuous,2552,-3.6405,2.4023,zscore_range,,,-0.35157182131782944,0.9034501612288774,zscore
36_speech,2580,17,continuous,2553,-2.6179,4.3422,zscore_range,,,0.10999943294573644,0.8968709050382337,zscore
36_speech,2580,18,continuous,2558,-4.2486,3.7223,zscore_range,,,0.04631671666666667,0.9301388994301972,zscore
36_speech,2580,19,continuous,2569,-3.2256,2.5853,zscore_range,,,-0.12568647441860467,0.8872117306953815,zscore
36_speech,2580,20,continuous,2552,-3.8473,3.2325,zscore_range,,,-0.28649501279069767,0.9306434409602224,zscore
36_speech,2580,21,continuous,2564,-3.1836,3.4515,zscore_range,,,-0.04268811240310077,0.9136524262904478,zscore
36_speech,2580,22,continuous,2555,-2.6499,3.3264,zscore_range,,,0.24180447403100774,0.8951714443038994,zscore
36_speech,2580,23,continuous,2559,-3.4391,2.7416,zscore_range,,,0.08113779573643412,0.9013226951116079,zscore
36_speech,2580,24,continuous,2560,-3.3314,3.5558,zscore_range,,,0.007755559302325582,0.9201987254813204,zscore
36_speech,2580,25,continuous,2556,-3.6342,3.3391,zscore_range,,,-0.1061430375968992,0.924111826070224,zscore
36_speech,2580,26,continuous,2551,-3.1417,3.8832,zscore_range,,,0.08196518759689923,0.9515282382219923,zscore
36_speech,2580,27,continuous,2556,-4.0276,2.8755,zscore_range,,,-0.13891153217054267,0.9238744635885107,zscore
36_speech,2580,28,continuous,2560,-3.8158,3.2372,zscore_range,,,-0.14999562674418604,0.9048305489116616,zscore
36_speech,2580,29,continuous,2564,-3.0543,3.4784,zscore_range,,,0.11642511201550389,0.9234684584988189,zscore
36_speech,2580,30,continuous,2556,-5.3168,2.5425,zscore_range,,,-0.21166749496124035,0.9020106316284715,zscore
36_speech,2580,31,continuous,2561,-2.5639,3.4444,zscore_range,,,0.1349740445736434,0.9054200989121762,zscore
36_speech,2580,32,continuous,2563,-3.4014,3.9491,zscore_range,,,0.025707003875968987,0.9065614035197146,zscore
36_speech,2580,33,continuous,2561,-4.4202,3.1863,zscore_range,,,-0.018021750387596906,0.9305751537534087,zscore
36_speech,2580,34,continuous,2564,-3.083,4.3488,zscore_range,,,-0.011348301937984494,0.942642323516017,zscore
36_speech,2580,35,continuous,2557,-3.3625,2.7411,zscore_range,,,-0.2795606523255814,0.9119324472545206,zscore
36_speech,2580,36,continuous,2561,-2.8673,3.2495,zscore_range,,,0.04215015736434109,0.8846629582824334,zscore
36_speech,2580,37,continuous,2554,-3.0871,3.2153,zscore_range,,,0.16650109496124033,0.9269523006089209,zscore
36_speech,2580,38,continuous,2558,-3.5393,3.041,zscore_range,,,0.14669981434108528,0.961592164876142,zscore
