dataset,n_train,feature_index,feature_class,unique_count,min_train,max_train,range_strategy,range_l,range_u,mean,std,param_strategy
7_Cardiotocography,1162,0,continuous,48,106.0,160.0,zscore_range,,,131.94320137693632,9.361190404670433,zscore
7_Cardiotocography,1162,1,continuous,21,0.0,26.0,zscore_range,,,3.3769363166953528,3.6833464697546776,zscore
7_Cardiotocography,1162,2,continuous,67,0.0,317.0,zscore_range,,,5.102409638554217,22.447199727471613,zscore
7_Cardiotocography,1162,3,categorical_low_card,16,0.0,15.0,minmax,0.0,15.0,,,fallback
7_Cardiotocography,1162,4,continuous,71,12.0,83.0,zscore_range,,,42.500860585197934,15.581513472128199,zscore
7_Cardiotocography,1162,5,continuous,51,0.2,7.0,zscore_range,,,1.4297762478485372,0.8231847718001196,zscore
7_Cardiotocography,1162,6,continuous,63,0.0,73.0,zscore_range,,,5.311531841652323,12.05185388190591,zscore
7_Cardiotocography,1162,7,continuous,227,0.0,50.7,zscore_range,,,8.7,5.671406677405205,zscore
7_Cardiotocography,1162,8,categorical_low_card,14,0.0,14.0,minmax,0.0,14.0,,,fallback
7_Cardiotocography,1162,9,binary_01,2,0.0,1.0,binary_01,0.0,1.0,,,fallback
7_Cardiotocography,1162,10,binary_01,2,0.0,1.0,binary_01,0.0,1.0,,,fallback
7_Cardiotocography,1162,11,continuous,145,10.0,176.0,zscore_range,,,73.25817555938038,36.35276752637028,zscore
7_Cardiotocography,1162,12,continuous,103,50.0,159.0,zscore_range,,,91.4750430292599,27.207619165608723,zscore
7_Cardiotocography,1162,13,continuous,83,122.0,238.0,zscore_range,,,164.73321858864028,17.741723671383713,zscore
7_Cardiotocography,1162,14,categorical_low_card,17,0.0,16.0,minmax,0.0,16.0,,,fallback
7_Cardiotocography,1162,15,categorical_low_card,7,0.0,10.0,minmax,0.0,10.0,,,fallback
7_Cardiotocography,1162,16,continuous,69,86.0,187.0,zscore_range,,,138.40017211703957,13.242635727191093,zscore
7_Cardiotocography,1162,17,continuous,68,90.0,180.0,zscore_range,,,135.04561101549052,12.867275020419074,zscore
7_Cardiotocography,1162,18,continuous,68,105.0,183.0,zscore_range,,,138.48192771084337,12.437662824055602,zscore
7_Cardiotocography,1162,19,continuous,103,0.0,177.0,zscore_range,,,18.358864027538726,23.58920071659802,zscore
7_Cardiotocography,1162,20,categorical_low_card,3,-1.0,1.0,minmax,-1.0,1.0,,,fallback
