dataset,n_train,feature_index,feature_class,unique_count,min_train,max_train,range_strategy,range_l,range_u,mean,std,param_strategy
30_satellite,3058,0,continuous,45,46.0,104.0,zscore_range,,,72.60497056899935,12.115246739014623,zscore
30_satellite,3058,1,continuous,68,37.0,137.0,zscore_range,,,91.84924787442773,15.847968669362597,zscore
30_satellite,3058,2,continuous,66,62.0,139.0,zscore_range,,,99.56801831262263,16.267812114252553,zscore
30_satellite,3058,3,continuous,56,51.0,133.0,zscore_range,,,79.75212557226946,13.576517053309965,zscore
30_satellite,3058,4,continuous,45,46.0,104.0,zscore_range,,,72.6085676913015,12.020726262767887,zscore
30_satellite,3058,5,continuous,63,43.0,128.0,zscore_range,,,91.92969260954872,15.59086830791828,zscore
30_satellite,3058,6,continuous,66,64.0,139.0,zscore_range,,,99.5670372792675,16.200436385996323,zscore
30_satellite,3058,7,continuous,57,49.0,122.0,zscore_range,,,79.78973185088293,13.47113520974194,zscore
30_satellite,3058,8,continuous,44,46.0,104.0,zscore_range,,,72.39666448659254,12.031839246350522,zscore
30_satellite,3058,9,continuous,67,34.0,130.0,zscore_range,,,91.61805101373447,15.791105728816662,zscore
30_satellite,3058,10,continuous,66,60.0,136.0,zscore_range,,,99.34434270765206,16.183427876831846,zscore
30_satellite,3058,11,continuous,64,34.0,137.0,zscore_range,,,79.67364290385873,13.653689942926441,zscore
30_satellite,3058,12,continuous,45,46.0,104.0,zscore_range,,,72.59941137998692,12.197795946203575,zscore
30_satellite,3058,13,continuous,59,53.0,131.0,zscore_range,,,91.92642249836494,15.740833962860671,zscore
30_satellite,3058,14,continuous,66,64.0,139.0,zscore_range,,,99.51863963374755,16.4198853499485,zscore
30_satellite,3058,15,continuous,55,48.0,109.0,zscore_range,,,79.6458469587966,13.63637668935515,zscore
30_satellite,3058,16,continuous,43,46.0,101.0,zscore_range,,,72.57357750163506,12.084912476681101,zscore
30_satellite,3058,17,continuous,53,60.0,128.0,zscore_range,,,92.11347285807717,15.462920319688337,zscore
30_satellite,3058,18,continuous,64,64.0,136.0,zscore_range,,,99.56671026814912,16.436640257007884,zscore
30_satellite,3058,19,continuous,53,48.0,109.0,zscore_range,,,79.66841072596468,13.647143606105509,zscore
30_satellite,3058,20,continuous,43,46.0,101.0,zscore_range,,,72.4107259646828,11.976761455973909,zscore
30_satellite,3058,21,continuous,59,40.0,130.0,zscore_range,,,91.81033355134075,15.582834142152189,zscore
30_satellite,3058,22,continuous,66,62.0,136.0,zscore_range,,,99.33224329627207,16.43782944981641,zscore
30_satellite,3058,23,continuous,56,41.0,122.0,zscore_range,,,79.57357750163506,13.716196870606712,zscore
30_satellite,3058,24,continuous,45,44.0,102.0,zscore_range,,,72.28940483976456,12.329104870934936,zscore
30_satellite,3058,25,continuous,69,32.0,131.0,zscore_range,,,91.4107259646828,16.201237429307596,zscore
30_satellite,3058,26,continuous,67,62.0,139.0,zscore_range,,,99.38620013080445,16.379321631987914,zscore
30_satellite,3058,27,continuous,61,44.0,133.0,zscore_range,,,79.70045781556573,13.778729061315728,zscore
30_satellite,3058,28,continuous,45,44.0,104.0,zscore_range,,,72.31294964028777,12.114446445717169,zscore
30_satellite,3058,29,continuous,65,37.0,130.0,zscore_range,,,91.74329627207325,15.772909025128174,zscore
30_satellite,3058,30,continuous,65,64.0,139.0,zscore_range,,,99.4153041203401,16.436358464811168,zscore
30_satellite,3058,31,continuous,54,48.0,114.0,zscore_range,,,79.68541530412034,13.663088119202582,zscore
30_satellite,3058,32,continuous,44,46.0,104.0,zscore_range,,,72.15696533682146,11.974748019762135,zscore
30_satellite,3058,33,continuous,61,40.0,130.0,zscore_range,,,91.57259646827993,15.656636799177562,zscore
30_satellite,3058,34,continuous,67,60.0,136.0,zscore_range,,,99.19718770438195,16.36401337945598,zscore
30_satellite,3058,35,continuous,59,34.0,122.0,zscore_range,,,79.5716154349248,13.65745586818005,zscore
