dataset,n_train,feature_index,feature_class,unique_count,min_train,max_train,range_strategy,range_l,range_u,mean,std,param_strategy
20_letter,1047,0,categorical_low_card,13,0.0,13.0,minmax,0.0,13.0,,,fallback
20_letter,1047,1,categorical_low_card,16,0.0,15.0,minmax,0.0,15.0,,,fallback
20_letter,1047,2,categorical_low_card,14,0.0,13.0,minmax,0.0,13.0,,,fallback
20_letter,1047,3,categorical_low_card,11,0.0,10.0,minmax,0.0,10.0,,,fallback
20_letter,1047,4,categorical_low_card,16,0.0,15.0,minmax,0.0,15.0,,,fallback
20_letter,1047,5,categorical_low_card,11,3.0,13.0,minmax,3.0,13.0,,,fallback
20_letter,1047,6,categorical_low_card,14,2.0,15.0,minmax,2.0,15.0,,,fallback
20_letter,1047,7,categorical_low_card,14,0.0,13.0,minmax,0.0,13.0,,,fallback
20_letter,1047,8,categorical_low_card,11,0.0,10.0,minmax,0.0,10.0,,,fallback
20_letter,1047,9,categorical_low_card,11,4.0,14.0,minmax,4.0,14.0,,,fallback
20_letter,1047,10,categorical_low_card,12,1.0,12.0,minmax,1.0,12.0,,,fallback
20_letter,1047,11,categorical_low_card,12,2.0,13.0,minmax,2.0,13.0,,,fallback
20_letter,1047,12,categorical_low_card,16,0.0,15.0,minmax,0.0,15.0,,,fallback
20_letter,1047,13,categorical_low_card,14,0.0,13.0,minmax,0.0,13.0,,,fallback
20_letter,1047,14,categorical_low_card,12,0.0,11.0,minmax,0.0,11.0,,,fallback
20_letter,1047,15,categorical_low_card,10,3.0,12.0,minmax,3.0,12.0,,,fallback
20_letter,1047,16,categorical_low_card,14,0.0,15.0,minmax,0.0,15.0,,,fallback
20_letter,1047,17,categorical_low_card,16,0.0,15.0,minmax,0.0,15.0,,,fallback
20_letter,1047,18,categorical_low_card,15,0.0,15.0,minmax,0.0,15.0,,,fallback
20_letter,1047,19,categorical_low_card,10,0.0,9.0,minmax,0.0,9.0,,,fallback
20_letter,1047,20,categorical_low_card,15,0.0,14.0,minmax,0.0,14.0,,,fallback
20_letter,1047,21,categorical_low_card,12,3.0,14.0,minmax,3.0,14.0,,,fallback
20_letter,1047,22,categorical_low_card,14,2.0,15.0,minmax,2.0,15.0,,,fallback
20_letter,1047,23,categorical_low_card,14,0.0,13.0,minmax,0.0,13.0,,,fallback
20_letter,1047,24,categorical_low_card,11,0.0,10.0,minmax,0.0,10.0,,,fallback
20_letter,1047,25,categorical_low_card,11,4.0,14.0,minmax,4.0,14.0,,,fallback
20_letter,1047,26,categorical_low_card,12,1.0,12.0,minmax,1.0,12.0,,,fallback
20_letter,1047,27,categorical_low_card,12,2.0,13.0,minmax,2.0,13.0,,,fallback
20_letter,1047,28,categorical_low_card,16,0.0,15.0,minmax,0.0,15.0,,,fallback
20_letter,1047,29,categorical_low_card,13,1.0,13.0,minmax,1.0,13.0,,,fallback
20_letter,1047,30,categorical_low_card,11,0.0,11.0,minmax,0.0,11.0,,,fallback
20_letter,1047,31,categorical_low_card,11,2.0,12.0,minmax,2.0,12.0,,,fallback
