dataset,n_train,feature_index,feature_class,unique_count,min_train,max_train,range_strategy,range_l,range_u,mean,std,param_strategy
1_ALOI,33672,0,continuous,28406,0.408429,1.0,zscore_range,,,0.9006100534568781,0.08023296565602366,zscore
1_ALOI,33672,1,continuous,4687,0.0,0.241686,zscore_range,,,0.002916449691138037,0.012772377684679044,zscore
1_ALOI,33672,2,continuous,863,0.0,0.081841,zscore_range,,,0.00016828436089332384,0.0020988167385634837,zscore
1_ALOI,33672,3,continuous,4317,0.0,0.235132,zscore_range,,,0.0021375093252554048,0.010383252325453483,zscore
1_ALOI,33672,4,continuous,3633,0.0,0.092905,zscore_range,,,0.0014512932109764787,0.006045003929460327,zscore
1_ALOI,33672,5,continuous,1846,0.0,0.105959,zscore_range,,,0.0004429739249227845,0.0029833737881083443,zscore
1_ALOI,33672,6,continuous,436,0.0,0.013509,zscore_range,,,2.3999881206937517e-05,0.0003031780430930287,zscore
1_ALOI,33672,7,continuous,571,0.0,0.027271,zscore_range,,,4.615155024946543e-05,0.0005541413574939756,zscore
1_ALOI,33672,8,continuous,677,0.0,0.057825,zscore_range,,,0.00012954724994060346,0.0015879451626534464,zscore
1_ALOI,33672,9,continuous,16091,0.0,0.236735,zscore_range,,,0.019564959966737943,0.02691699107106829,zscore
1_ALOI,33672,10,continuous,1555,0.0,0.084995,zscore_range,,,0.000435477102637206,0.0030611050408387705,zscore
1_ALOI,33672,11,continuous,247,0.0,0.006479,zscore_range,,,6.77304585412212e-06,0.00010291023948952752,zscore
1_ALOI,33672,12,continuous,12140,0.0,0.249819,zscore_range,,,0.01125316610239962,0.01755188510612208,zscore
1_ALOI,33672,13,continuous,10722,0.0,0.292031,zscore_range,,,0.009374875445473984,0.018166691938416246,zscore
1_ALOI,33672,14,continuous,2312,0.0,0.104054,zscore_range,,,0.0006366972558802566,0.004024625118976438,zscore
1_ALOI,33672,15,continuous,1431,0.0,0.179143,zscore_range,,,0.0005066581432644334,0.004927979497330257,zscore
1_ALOI,33672,16,continuous,1999,0.0,0.080768,zscore_range,,,0.0005366774768353528,0.0028999154271253562,zscore
1_ALOI,33672,17,continuous,2537,0.0,0.134759,zscore_range,,,0.0007958286410073652,0.0041711355090454675,zscore
1_ALOI,33672,18,continuous,7067,0.0,0.26742,zscore_range,,,0.005656047279638869,0.0192096006097572,zscore
1_ALOI,33672,19,continuous,852,0.0,0.087454,zscore_range,,,0.00013211799120931337,0.0014473173865991857,zscore
1_ALOI,33672,20,continuous,75,0.0,0.011022,zscore_range,,,1.8221964837253507e-06,9.339755545262869e-05,zscore
1_ALOI,33672,21,continuous,9993,0.0,0.20589,zscore_range,,,0.00901365157994773,0.019719093646320796,zscore
1_ALOI,33672,22,continuous,7025,0.0,0.18483,zscore_range,,,0.004055268264433357,0.009369467347673566,zscore
1_ALOI,33672,23,continuous,905,0.0,0.056392,zscore_range,,,0.0001239133404609171,0.0007439266262803669,zscore
1_ALOI,33672,24,continuous,6855,0.0,0.193278,zscore_range,,,0.005571925754335946,0.016920292843376865,zscore
1_ALOI,33672,25,continuous,10711,0.0,0.194354,zscore_range,,,0.009117552744119744,0.017184832083649768,zscore
1_ALOI,33672,26,continuous,12376,0.0,0.327949,zscore_range,,,0.015290391720123545,0.03156287100143941,zscore
