dataset,n_train,feature_index,feature_class,unique_count,min_train,max_train,range_strategy,range_l,range_u,mean,std,param_strategy
46_WPBC,97,0,continuous,67,0.0,1.0,zscore_range,,,0.4272530761555898,0.2876124741138302,zscore
46_WPBC,97,1,continuous,93,0.0,0.840811309158,zscore_range,,,0.36693300553165875,0.18810971499512086,zscore
46_WPBC,97,2,continuous,95,0.0,1.0,zscore_range,,,0.4080512253415774,0.15575085567706676,zscore
46_WPBC,97,3,continuous,93,0.0,0.855716878403,zscore_range,,,0.3619492207233289,0.18709136569074403,zscore
46_WPBC,97,4,continuous,96,0.0,0.78341453082,zscore_range,,,0.2925233165260497,0.17389352743363165,zscore
46_WPBC,97,5,continuous,89,0.0136239782016,1.0,zscore_range,,,0.41379932316257423,0.19372089000632445,zscore
46_WPBC,97,6,continuous,95,0.0198228754475,1.0,zscore_range,,,0.38525658583586386,0.2038760191787646,zscore
46_WPBC,97,7,continuous,97,0.0,1.0,zscore_range,,,0.32812000141273706,0.18470974180333108,zscore
46_WPBC,97,8,continuous,94,0.0451102880203,1.0,zscore_range,,,0.3604822204985577,0.18555189776068234,zscore
46_WPBC,97,9,continuous,91,0.0692840646651,1.0,zscore_range,,,0.3724673222066124,0.16915051772222087,zscore
46_WPBC,97,10,continuous,97,0.0150455605001,1.0,zscore_range,,,0.287377414837567,0.1686166327282798,zscore
46_WPBC,97,11,continuous,97,0.0,0.809254245631,zscore_range,,,0.23924858732692714,0.19029158974787297,zscore
46_WPBC,97,12,continuous,97,0.042503740966,1.0,zscore_range,,,0.2923168978095155,0.17974856915029994,zscore
46_WPBC,97,13,continuous,97,0.0,0.739424424837,zscore_range,,,0.24569610794354227,0.1784660774599073,zscore
46_WPBC,97,14,continuous,97,0.0,0.725174663091,zscore_range,,,0.17017836167778524,0.14607478121990933,zscore
46_WPBC,97,15,continuous,96,0.00558619962759,0.725960018269,zscore_range,,,0.14268696093432492,0.09234995744748797,zscore
46_WPBC,97,16,continuous,95,0.0137286904641,0.708401989801,zscore_range,,,0.1893933093585866,0.1252536883744595,zscore
46_WPBC,97,17,continuous,94,0.000526870389884,0.879572482312,zscore_range,,,0.22732866624970394,0.14918992860035324,zscore
46_WPBC,97,18,continuous,94,0.0,0.92169169404,zscore_range,,,0.30346123982256806,0.17275457615530523,zscore
46_WPBC,97,19,continuous,97,0.0,0.985150776729,zscore_range,,,0.2390291206496814,0.19304107554640984,zscore
46_WPBC,97,20,continuous,95,0.0224875795346,0.783840320753,zscore_range,,,0.25803657354204534,0.15617930132772634,zscore
46_WPBC,97,21,continuous,90,0.0,0.881561238223,zscore_range,,,0.33050741629781344,0.17567987602521187,zscore
46_WPBC,97,22,continuous,94,0.0200790994828,1.0,zscore_range,,,0.40074457641630107,0.1903496781490521,zscore
46_WPBC,97,23,continuous,91,0.0,0.8762746431,zscore_range,,,0.3422259911555237,0.18008168575993405,zscore
46_WPBC,97,24,continuous,97,0.0,0.861262481958,zscore_range,,,0.23202663303625468,0.15235600479360847,zscore
46_WPBC,97,25,continuous,93,0.0,0.970147131992,zscore_range,,,0.4488877718285362,0.16638240622156833,zscore
46_WPBC,97,26,continuous,95,0.0,1.0,zscore_range,,,0.3259685487593072,0.18116705648407078,zscore
46_WPBC,97,27,continuous,96,0.0,0.943281967156,zscore_range,,,0.36190989632068543,0.15223907504198525,zscore
46_WPBC,97,28,continuous,94,0.0,1.0,zscore_range,,,0.5709878893300103,0.1780525452758565,zscore
46_WPBC,97,29,continuous,94,0.0,1.0,zscore_range,,,0.3263812258551072,0.15437437872356288,zscore
46_WPBC,97,30,continuous,94,0.0,1.0,zscore_range,,,0.2481976005875161,0.15907402347582195,zscore
46_WPBC,97,31,continuous,28,0.0,1.0,zscore_range,,,0.2451675257731845,0.20652708105307419,zscore
46_WPBC,97,32,continuous,19,0.0,1.0,zscore_range,,,0.10412216340050309,0.19448356648553014,zscore
