dataset,n_train,effective_mc_regime,feature_index,feature_class,unique_count,min_train,max_train,range_strategy,range_l,range_u,q1,q3,medcouple,mc_n_used,mc_source,mc_export_n,param_strategy
19_landsat,3611,FULL_DATA_ONLY,0,continuous,50,-2.23432949751179,2.39602439535803,adjusted_boxplot_range,,,-0.470385157370903,0.926070778573964,0.2173913043478258,3611,FULL_TRAIN,10000,adjusted_boxplot
19_landsat,3611,FULL_DATA_ONLY,1,continuous,81,-2.47331056031272,2.33391230292648,adjusted_boxplot_range,,,-0.463017362958144,0.891745443954722,2.8579931325419496e-15,3611,FULL_TRAIN,10000,adjusted_boxplot
19_landsat,3611,FULL_DATA_ONLY,2,continuous,68,-2.24022135096699,2.38553023071113,adjusted_boxplot_range,,,-0.678279258452303,0.883662834062387,-0.22222222222221955,3611,FULL_TRAIN,10000,adjusted_boxplot
19_landsat,3611,FULL_DATA_ONLY,3,continuous,91,-1.8305266756256,3.77862927265465,adjusted_boxplot_range,,,-0.56052910243007,0.603635339665831,-0.11999999999999784,3611,FULL_TRAIN,10000,adjusted_boxplot
19_landsat,3611,FULL_DATA_ONLY,4,continuous,51,-2.22327505813159,2.56981201640307,adjusted_boxplot_range,,,-0.453519830611101,0.800056788882578,0.19999999999999998,3611,FULL_TRAIN,10000,adjusted_boxplot
19_landsat,3611,FULL_DATA_ONLY,5,continuous,80,-2.45749787031691,2.04297287636791,adjusted_boxplot_range,,,-0.447578896069316,0.906931717010581,0.0,3611,FULL_TRAIN,10000,adjusted_boxplot
19_landsat,3611,FULL_DATA_ONLY,6,continuous,68,-2.10696468783333,2.75378737607301,adjusted_boxplot_range,,,-0.666741854083305,0.89349954914589,-0.22222222222222243,3611,FULL_TRAIN,10000,adjusted_boxplot
19_landsat,3611,FULL_DATA_ONLY,7,continuous,89,-1.66291391638718,3.93343415009494,adjusted_boxplot_range,,,-0.554203450386009,0.607302752091412,-0.12499999999999777,3611,FULL_TRAIN,10000,adjusted_boxplot
19_landsat,3611,FULL_DATA_ONLY,8,continuous,49,-2.14633027436813,2.60475765418787,adjusted_boxplot_range,,,-0.661615296694384,0.823099680979366,0.10526315789473735,3611,FULL_TRAIN,10000,adjusted_boxplot
19_landsat,3611,FULL_DATA_ONLY,9,continuous,80,-2.44477569258698,2.06046673085747,adjusted_boxplot_range,,,-0.432725678233147,0.87948085286718,-3.8073302429183186e-15,3611,FULL_TRAIN,10000,adjusted_boxplot
19_landsat,3611,FULL_DATA_ONLY,10,continuous,69,-2.33541005212342,2.47326239872325,adjusted_boxplot_range,,,-0.712483099962666,0.910443852198084,-0.2352941176470605,3611,FULL_TRAIN,10000,adjusted_boxplot
19_landsat,3611,FULL_DATA_ONLY,11,continuous,96,-2.54928108959739,3.93084508765914,adjusted_boxplot_range,,,-0.547290888493749,0.61175607003994,-0.12500000000000075,3611,FULL_TRAIN,10000,adjusted_boxplot
19_landsat,3611,FULL_DATA_ONLY,12,continuous,51,-2.22674030559348,2.55172507566243,adjusted_boxplot_range,,,-0.682928413187728,0.787368627198706,0.11111111111111148,3611,FULL_TRAIN,10000,adjusted_boxplot
19_landsat,3611,FULL_DATA_ONLY,13,continuous,83,-2.47164233362089,2.34238417466561,adjusted_boxplot_range,,,-0.45850397561017,0.898176222179661,0.0344827586206904,3611,FULL_TRAIN,10000,adjusted_boxplot
19_landsat,3611,FULL_DATA_ONLY,14,continuous,70,-2.23851485412034,2.74112669291439,adjusted_boxplot_range,,,-0.7086249812361775,0.881260572937563,-0.21951219512195447,3611,FULL_TRAIN,10000,adjusted_boxplot
19_landsat,3611,FULL_DATA_ONLY,15,continuous,92,-1.82996676162189,3.76902232858134,adjusted_boxplot_range,,,-0.562271118557008,0.599783220919133,-0.12195121951219785,3611,FULL_TRAIN,10000,adjusted_boxplot
19_landsat,3611,FULL_DATA_ONLY,16,continuous,50,-2.14555375709962,2.5820134511349,adjusted_boxplot_range,,,-0.668189004526329,0.809175748046959,0.09999999999999927,3611,FULL_TRAIN,10000,adjusted_boxplot
19_landsat,3611,FULL_DATA_ONLY,17,continuous,78,-2.45234387015827,2.04447813514867,adjusted_boxplot_range,,,-0.444054430894976,0.9093580173042,0.03225806451612896,3611,FULL_TRAIN,10000,adjusted_boxplot
19_landsat,3611,FULL_DATA_ONLY,18,continuous,68,-2.1025540427678,2.74261860701655,adjusted_boxplot_range,,,-0.726764278014216,0.888293271913901,-0.217391304347827,3611,FULL_TRAIN,10000,adjusted_boxplot
19_landsat,3611,FULL_DATA_ONLY,19,continuous,91,-1.71275719500022,3.9083064880506,adjusted_boxplot_range,,,-0.609557780569687,0.598708244758993,-0.1250000000000011,3611,FULL_TRAIN,10000,adjusted_boxplot
19_landsat,3611,FULL_DATA_ONLY,20,continuous,50,-2.21701592374499,2.61238545689223,adjusted_boxplot_range,,,-0.656747785385274,0.829221870195409,0.0967741935483903,3611,FULL_TRAIN,10000,adjusted_boxplot
19_landsat,3611,FULL_DATA_ONLY,21,continuous,78,-2.44100639605027,2.05988032264028,adjusted_boxplot_range,,,-0.430901647897208,0.923734160640725,7.939614089091925e-17,3611,FULL_TRAIN,10000,adjusted_boxplot
19_landsat,3611,FULL_DATA_ONLY,22,continuous,71,-2.20863620683304,2.7526233296561,adjusted_boxplot_range,,,-0.714280924757995,0.89962277988305,-0.23076923076923075,3611,FULL_TRAIN,10000,adjusted_boxplot
