dataset,n_train,effective_mc_regime,feature_index,feature_class,unique_count,min_train,max_train,range_strategy,range_l,range_u,q1,q3,medcouple,mc_n_used,mc_source,mc_export_n,param_strategy
40_vowels,1001,FULL_DATA_ONLY,0,continuous,1000,-2.867307881616238,2.471602142606195,adjusted_boxplot_range,,,-0.737084268633976,0.646676066463797,-0.009362986942244744,1001,FULL_TRAIN,10000,adjusted_boxplot
40_vowels,1001,FULL_DATA_ONLY,1,continuous,1001,-2.698542590071115,2.295132093370149,adjusted_boxplot_range,,,-0.83046598053183,0.831908547965631,0.09213904014797503,1001,FULL_TRAIN,10000,adjusted_boxplot
40_vowels,1001,FULL_DATA_ONLY,2,continuous,999,-2.139163380270136,2.059834003877817,adjusted_boxplot_range,,,-0.856728629345643,0.825130844635834,-0.10799731068613913,1001,FULL_TRAIN,10000,adjusted_boxplot
40_vowels,1001,FULL_DATA_ONLY,3,continuous,1000,-2.181580526276978,2.911436618789931,adjusted_boxplot_range,,,-0.79859098245734,0.803936257711665,0.03978869644191094,1001,FULL_TRAIN,10000,adjusted_boxplot
40_vowels,1001,FULL_DATA_ONLY,4,continuous,1000,-3.135491868059729,2.365124732836057,adjusted_boxplot_range,,,-0.591925319386701,0.80326166091934,0.005446053378188791,1001,FULL_TRAIN,10000,adjusted_boxplot
40_vowels,1001,FULL_DATA_ONLY,5,continuous,1001,-3.172655842228439,2.725823307968158,adjusted_boxplot_range,,,-0.637070279552568,0.705827650922543,-0.00924163096938047,1001,FULL_TRAIN,10000,adjusted_boxplot
40_vowels,1001,FULL_DATA_ONLY,6,continuous,999,-3.042617284091377,3.560905006332191,adjusted_boxplot_range,,,-0.625244055082478,0.532370363274815,0.10778687540518898,1001,FULL_TRAIN,10000,adjusted_boxplot
40_vowels,1001,FULL_DATA_ONLY,7,continuous,1001,-2.323022819632606,3.222746990182553,adjusted_boxplot_range,,,-0.777702076208149,0.616490417521869,-0.004375968101960702,1001,FULL_TRAIN,10000,adjusted_boxplot
40_vowels,1001,FULL_DATA_ONLY,8,continuous,1000,-1.652188290725242,2.537665999601121,adjusted_boxplot_range,,,-0.951321708876653,0.851886688224139,0.10826571639023053,1001,FULL_TRAIN,10000,adjusted_boxplot
40_vowels,1001,FULL_DATA_ONLY,9,continuous,1001,-2.678593102058505,3.432735209106242,adjusted_boxplot_range,,,-0.611668740772639,0.662583028523855,0.08167223574111153,1001,FULL_TRAIN,10000,adjusted_boxplot
40_vowels,1001,FULL_DATA_ONLY,10,continuous,1001,-3.35614493691685,2.361587096090943,adjusted_boxplot_range,,,-0.530607630169581,0.726244303037056,-0.0952596432048487,1001,FULL_TRAIN,10000,adjusted_boxplot
40_vowels,1001,FULL_DATA_ONLY,11,continuous,999,-3.175047709543373,3.209296745444923,adjusted_boxplot_range,,,-0.582888173458223,0.675814215110617,-0.10262301493079369,1001,FULL_TRAIN,10000,adjusted_boxplot
