dataset,n_train,effective_mc_regime,feature_index,feature_class,unique_count,min_train,max_train,range_strategy,range_l,range_u,q1,q3,medcouple,mc_n_used,mc_source,mc_export_n,param_strategy
41_Waveform,2336,FULL_DATA_ONLY,0,continuous,461,-2.95,3.94,adjusted_boxplot_range,,,-0.65,0.72,-0.0057142857142857195,2336,FULL_TRAIN,10000,adjusted_boxplot
41_Waveform,2336,FULL_DATA_ONLY,1,continuous,477,-3.25,3.5,adjusted_boxplot_range,,,-0.4625,0.96,-0.02564102564102576,2336,FULL_TRAIN,10000,adjusted_boxplot
41_Waveform,2336,FULL_DATA_ONLY,2,continuous,518,-4.2,4.35,adjusted_boxplot_range,,,-0.32,1.25,0.06106870229007639,2336,FULL_TRAIN,10000,adjusted_boxplot
41_Waveform,2336,FULL_DATA_ONLY,3,continuous,602,-3.84,5.75,adjusted_boxplot_range,,,-0.2925,1.67,0.09523809523809519,2336,FULL_TRAIN,10000,adjusted_boxplot
41_Waveform,2336,FULL_DATA_ONLY,4,continuous,668,-3.48,6.5,adjusted_boxplot_range,,,-0.2525,1.95,0.22580645161290325,2336,FULL_TRAIN,10000,adjusted_boxplot
41_Waveform,2336,FULL_DATA_ONLY,5,continuous,694,-2.76,7.0,adjusted_boxplot_range,,,0.32,2.95,0.16266666666666665,2336,FULL_TRAIN,10000,adjusted_boxplot
41_Waveform,2336,FULL_DATA_ONLY,6,continuous,763,-3.32,8.76,adjusted_boxplot_range,,,0.9275,3.94,0.12318840579710141,2336,FULL_TRAIN,10000,adjusted_boxplot
41_Waveform,2336,FULL_DATA_ONLY,7,continuous,698,-2.95,7.84,adjusted_boxplot_range,,,1.435,3.96,-0.06220095693779907,2336,FULL_TRAIN,10000,adjusted_boxplot
41_Waveform,2336,FULL_DATA_ONLY,8,continuous,664,-2.37,7.9,adjusted_boxplot_range,,,1.88,4.21,-0.12318840579710173,2336,FULL_TRAIN,10000,adjusted_boxplot
41_Waveform,2336,FULL_DATA_ONLY,9,continuous,609,-1.77,7.63,adjusted_boxplot_range,,,2.53,4.47,-0.04022988505747142,2336,FULL_TRAIN,10000,adjusted_boxplot
41_Waveform,2336,FULL_DATA_ONLY,10,continuous,629,-1.03,9.06,adjusted_boxplot_range,,,2.95,5.112500000000001,0.021645021645021377,2336,FULL_TRAIN,10000,adjusted_boxplot
41_Waveform,2336,FULL_DATA_ONLY,11,continuous,615,-1.61,7.4,adjusted_boxplot_range,,,2.55,4.52,-0.04242424242424233,2336,FULL_TRAIN,10000,adjusted_boxplot
41_Waveform,2336,FULL_DATA_ONLY,12,continuous,654,-2.2,7.5,adjusted_boxplot_range,,,1.9875,4.21,-0.1716417910447761,2336,FULL_TRAIN,10000,adjusted_boxplot
41_Waveform,2336,FULL_DATA_ONLY,13,continuous,702,-2.37,7.75,adjusted_boxplot_range,,,1.5075,4.08,-0.05479452054794503,2336,FULL_TRAIN,10000,adjusted_boxplot
41_Waveform,2336,FULL_DATA_ONLY,14,continuous,758,-2.48,8.04,adjusted_boxplot_range,,,1.04,3.98,0.12195121951219505,2336,FULL_TRAIN,10000,adjusted_boxplot
41_Waveform,2336,FULL_DATA_ONLY,15,continuous,703,-2.99,7.55,adjusted_boxplot_range,,,0.44,3.0025,0.1319148936170213,2336,FULL_TRAIN,10000,adjusted_boxplot
41_Waveform,2336,FULL_DATA_ONLY,16,continuous,663,-3.56,6.71,adjusted_boxplot_range,,,-0.2,2.1,0.1715976331360947,2336,FULL_TRAIN,10000,adjusted_boxplot
41_Waveform,2336,FULL_DATA_ONLY,17,continuous,594,-3.19,5.56,adjusted_boxplot_range,,,-0.2325,1.72,0.10655737704918032,2336,FULL_TRAIN,10000,adjusted_boxplot
41_Waveform,2336,FULL_DATA_ONLY,18,continuous,523,-3.5,4.54,adjusted_boxplot_range,,,-0.34,1.3125,0.015267175572519097,2336,FULL_TRAIN,10000,adjusted_boxplot
41_Waveform,2336,FULL_DATA_ONLY,19,continuous,474,-3.25,3.61,adjusted_boxplot_range,,,-0.44,0.9924999999999999,0.02325581395348833,2336,FULL_TRAIN,10000,adjusted_boxplot
41_Waveform,2336,FULL_DATA_ONLY,20,continuous,454,-3.46,3.32,adjusted_boxplot_range,,,-0.65,0.65,0.010752688172043081,2336,FULL_TRAIN,10000,adjusted_boxplot
