dataset,n_train,effective_mc_regime,feature_index,feature_class,unique_count,min_train,max_train,range_strategy,range_l,range_u,q1,q3,medcouple,mc_n_used,mc_source,mc_export_n,param_strategy
35_SpamBase,1741,FULL_DATA_ONLY,0,continuous,109,0.0,4.34,adjusted_boxplot_range,,,0.0,0.0,1.0,1741,FULL_TRAIN,10000,adjusted_boxplot
35_SpamBase,1741,FULL_DATA_ONLY,1,continuous,98,0.0,9.52,adjusted_boxplot_range,,,0.0,0.0,1.0,1741,FULL_TRAIN,10000,adjusted_boxplot
35_SpamBase,1741,FULL_DATA_ONLY,2,continuous,169,0.0,4.54,adjusted_boxplot_range,,,0.0,0.19,1.0,1741,FULL_TRAIN,10000,adjusted_boxplot
35_SpamBase,1741,FULL_DATA_ONLY,3,binary_01,2,0.0,1.0,binary_01,0.0,1.0,,,,0,NA,10000,fallback
35_SpamBase,1741,FULL_DATA_ONLY,4,continuous,167,0.0,10.0,adjusted_boxplot_range,,,0.0,0.0,1.0,1741,FULL_TRAIN,10000,adjusted_boxplot
35_SpamBase,1741,FULL_DATA_ONLY,5,continuous,85,0.0,5.88,adjusted_boxplot_range,,,0.0,0.0,1.0,1741,FULL_TRAIN,10000,adjusted_boxplot
35_SpamBase,1741,FULL_DATA_ONLY,6,continuous,23,0.0,3.07,adjusted_boxplot_range,,,0.0,0.0,-1.0,1741,FULL_TRAIN,10000,adjusted_boxplot
35_SpamBase,1741,FULL_DATA_ONLY,7,continuous,71,0.0,5.88,adjusted_boxplot_range,,,0.0,0.0,1.0,1741,FULL_TRAIN,10000,adjusted_boxplot
35_SpamBase,1741,FULL_DATA_ONLY,8,continuous,81,0.0,3.23,adjusted_boxplot_range,,,0.0,0.0,1.0,1741,FULL_TRAIN,10000,adjusted_boxplot
35_SpamBase,1741,FULL_DATA_ONLY,9,continuous,162,0.0,11.11,adjusted_boxplot_range,,,0.0,0.0,1.0,1741,FULL_TRAIN,10000,adjusted_boxplot
35_SpamBase,1741,FULL_DATA_ONLY,10,continuous,48,0.0,2.0,adjusted_boxplot_range,,,0.0,0.0,-1.0,1741,FULL_TRAIN,10000,adjusted_boxplot
35_SpamBase,1741,FULL_DATA_ONLY,11,continuous,265,0.0,7.69,adjusted_boxplot_range,,,0.0,0.83,1.0,1741,FULL_TRAIN,10000,adjusted_boxplot
35_SpamBase,1741,FULL_DATA_ONLY,12,continuous,104,0.0,5.55,adjusted_boxplot_range,,,0.0,0.0,1.0,1741,FULL_TRAIN,10000,adjusted_boxplot
35_SpamBase,1741,FULL_DATA_ONLY,13,continuous,55,0.0,10.0,adjusted_boxplot_range,,,0.0,0.0,-1.0,1741,FULL_TRAIN,10000,adjusted_boxplot
35_SpamBase,1741,FULL_DATA_ONLY,14,continuous,26,0.0,1.7,adjusted_boxplot_range,,,0.0,0.0,-1.0,1741,FULL_TRAIN,10000,adjusted_boxplot
35_SpamBase,1741,FULL_DATA_ONLY,15,continuous,98,0.0,20.0,adjusted_boxplot_range,,,0.0,0.0,1.0,1741,FULL_TRAIN,10000,adjusted_boxplot
