dataset,n_train,effective_mc_regime,feature_index,feature_class,unique_count,min_train,max_train,range_strategy,range_l,range_u,q1,q3,medcouple,mc_n_used,mc_source,mc_export_n,param_strategy
12_fault,888,FULL_DATA_ONLY,0,continuous,524,-1.09688159153183,2.14496638586944,adjusted_boxplot_range,,,-1.01814002336035,0.7857140718849928,0.5802469135802453,888,FULL_TRAIN,10000,adjusted_boxplot
12_fault,888,FULL_DATA_ONLY,1,continuous,530,-1.22976435517332,2.16635082076744,adjusted_boxplot_range,,,-0.8564931161608925,0.7526425211968357,0.6382660687593429,888,FULL_TRAIN,10000,adjusted_boxplot
12_fault,888,FULL_DATA_ONLY,2,continuous,887,-0.925997326729054,6.2406913326443,adjusted_boxplot_range,,,-0.5681951610257603,0.37437025964986875,0.10414179952823441,888,FULL_TRAIN,10000,adjusted_boxplot
12_fault,888,FULL_DATA_ONLY,3,continuous,888,-0.926005794516948,6.24063853581689,adjusted_boxplot_range,,,-0.5682133082770877,0.37435506870644825,0.10410062289702682,888,FULL_TRAIN,10000,adjusted_boxplot
12_fault,888,FULL_DATA_ONLY,4,continuous,566,-0.366042994321442,29.169449785026895,adjusted_boxplot_range,,,-0.35003242114246,0.36729930164997826,0.9387096774193564,888,FULL_TRAIN,10000,adjusted_boxplot
12_fault,888,FULL_DATA_ONLY,5,continuous,288,-0.364714072376545,34.3188229760671,adjusted_boxplot_range,,,-0.32155469823758,0.2693967322805555,0.8478260869565202,888,FULL_TRAIN,10000,adjusted_boxplot
12_fault,888,FULL_DATA_ONLY,6,continuous,236,-0.192190591704755,42.367548343869295,adjusted_boxplot_range,,,-0.16405347158868,0.079801569417309,0.7307692307692271,888,FULL_TRAIN,10000,adjusted_boxplot
12_fault,888,FULL_DATA_ONLY,7,continuous,886,-0.402234485939594,22.2237836418806,adjusted_boxplot_range,,,-0.38379535215286426,0.3453797908421755,0.939097190988265,888,FULL_TRAIN,10000,adjusted_boxplot
12_fault,888,FULL_DATA_ONLY,8,continuous,131,-2.63110601997835,3.43718074693696,adjusted_boxplot_range,,,-1.2307321506902,0.605313589043152,-0.25373134328358227,888,FULL_TRAIN,10000,adjusted_boxplot
12_fault,888,FULL_DATA_ONLY,9,continuous,74,-3.22046657602787,6.51684438618204,adjusted_boxplot_range,,,-0.331374312515039,0.524653024822096,0.47540983606557485,888,FULL_TRAIN,10000,adjusted_boxplot
