dataset,n_train,feature_index,feature_class,unique_count,min_train,max_train,range_strategy,range_l,range_u,median,scaled_mad,param_strategy
45_wine,87,0,continuous,72,11.03,14.34,mad_range,,,12.64,0.7709519999999993,mad
45_wine,87,1,continuous,77,0.89,5.8,mad_range,,,2.45,1.393644,mad
45_wine,87,2,continuous,54,1.7,3.23,mad_range,,,2.35,0.2816939999999999,mad
45_wine,87,3,continuous,31,15.0,30.0,mad_range,,,21.0,2.9652,mad
45_wine,87,4,continuous,38,78.0,151.0,mad_range,,,96.0,11.8608,mad
45_wine,87,5,continuous,65,1.1,3.5,mad_range,,,1.92,0.5633879999999998,mad
45_wine,87,6,continuous,67,0.47,5.08,mad_range,,,1.36,0.9933420000000002,mad
45_wine,87,7,continuous,31,0.13,0.63,mad_range,,,0.42,0.16308600000000006,mad
45_wine,87,8,continuous,57,0.41,2.91,mad_range,,,1.41,0.5189100000000001,mad
45_wine,87,9,continuous,73,1.9,13.0,mad_range,,,4.0,2.07564,mad
45_wine,87,10,continuous,56,0.48,1.71,mad_range,,,0.88,0.2965199999999999,mad
45_wine,87,11,continuous,73,1.27,3.69,mad_range,,,2.26,0.9488639999999995,mad
45_wine,87,12,continuous,64,278.0,985.0,mad_range,,,550.0,180.8772,mad
