dataset,n_train,feature_index,feature_class,unique_count,min_train,max_train,range_strategy,range_l,range_u,median,scaled_mad,param_strategy
19_landsat,3611,0,continuous,50,-2.23432949751179,2.39602439535803,mad_range,,,-0.102896753174885,1.089676616122031,mad
19_landsat,3611,1,continuous,81,-2.47331056031272,2.33391230292648,mad_range,,,0.192513027483565,0.9718893568688792,mad
19_landsat,3611,2,continuous,68,-2.24022135096699,2.38553023071113,mad_range,,,0.282915875402891,1.1578676731811395,mad
19_landsat,3611,3,continuous,91,-1.8305266756256,3.77862927265465,mad_range,,,0.127386249717508,0.8629951009256907,mad
19_landsat,3611,4,continuous,51,-2.22327505813159,2.56981201640307,mad_range,,,-0.084820824877666,1.0932662918007814,mad
19_landsat,3611,5,continuous,80,-2.45749787031691,2.04297287636791,mad_range,,,0.207829465098376,0.9717084362672203,mad
19_landsat,3611,6,continuous,68,-2.10696468783333,2.75378737607301,mad_range,,,0.293406701750046,1.0676371866588943,mad
19_landsat,3611,7,continuous,89,-1.66291391638718,3.93343415009494,mad_range,,,0.132141123805194,0.861024547896513,mad
19_landsat,3611,8,continuous,49,-2.14633027436813,2.60475765418787,mad_range,,,-0.141965054508571,1.100619212949551,mad
19_landsat,3611,9,continuous,80,-2.44477569258698,2.06046673085747,mad_range,,,0.223377587317017,0.972738701504673,mad
19_landsat,3611,10,continuous,69,-2.33541005212342,2.47326239872325,mad_range,,,0.30935979584225,1.0694006663437885,mad
19_landsat,3611,11,continuous,96,-2.54928108959739,3.93084508765914,mad_range,,,0.13760049609434,0.8592015103610229,mad
19_landsat,3611,12,continuous,51,-2.22674030559348,2.55172507566243,mad_range,,,-0.168324449052476,1.0899311960384634,mad
19_landsat,3611,13,continuous,83,-2.47164233362089,2.34238417466561,mad_range,,,0.154190307262656,1.038149192899718,mad
19_landsat,3611,14,continuous,70,-2.23851485412034,2.74112669291439,mad_range,,,0.281303760041812,1.156344762039015,mad
19_landsat,3611,15,continuous,92,-1.82996676162189,3.76902232858134,mad_range,,,0.124397354769803,0.861430881853664,mad
19_landsat,3611,16,continuous,50,-2.14555375709962,2.5820134511349,mad_range,,,-0.151111341125678,1.09517049108258,mad
19_landsat,3611,17,continuous,78,-2.45234387015827,2.04447813514867,mad_range,,,0.1671640940982,1.0356486687484368,mad
19_landsat,3611,18,continuous,68,-2.1025540427678,2.74261860701655,mad_range,,,0.349940755271196,1.0642152548993014,mad
19_landsat,3611,19,continuous,91,-1.71275719500022,3.9083064880506,mad_range,,,0.125908495717336,0.856744665246752,mad
19_landsat,3611,20,continuous,50,-2.21701592374499,2.61238545689223,mad_range,,,-0.136658405932035,0.9913943751137637,mad
19_landsat,3611,21,continuous,78,-2.44100639605027,2.05988032264028,mad_range,,,0.180869362410246,1.0365847998649491,mad
19_landsat,3611,22,continuous,71,-2.20863620683304,2.7526233296561,mad_range,,,0.301880667053033,1.1520761934263255,mad
19_landsat,3611,23,continuous,92,-2.54151135696536,3.59353791635558,mad_range,,,0.132740890379665,0.8551629451186499,mad
19_landsat,3611,24,continuous,50,-2.14737002906454,2.56526384480278,mad_range,,,-0.159227613526767,1.0917110908430765,mad
19_landsat,3611,25,continuous,81,-2.47222192017562,2.08863405978466,mad_range,,,0.159041145186081,1.0402961655214003,mad
19_landsat,3611,26,continuous,68,-2.24016440237913,2.39489558482986,mad_range,,,0.288050136098501,1.1601976517073886,mad
19_landsat,3611,27,continuous,94,-2.03570291326817,3.75642874934623,mad_range,,,0.123182524615381,0.8587414402992107,mad
19_landsat,3611,28,continuous,49,-2.14516672344027,2.59814466890699,mad_range,,,-0.144082229793765,0.9889359567600997,mad
19_landsat,3611,29,continuous,81,-2.45743955199563,2.05077175964123,mad_range,,,0.168702959637494,1.0382717033992703,mad
19_landsat,3611,30,continuous,68,-2.1019664535627,2.7470830249509,mad_range,,,0.292625881505742,1.15382234369106,mad
19_landsat,3611,31,continuous,92,-1.81782409559964,3.90586517621809,mad_range,,,0.125079602173353,0.856379439067582,mad
19_landsat,3611,32,continuous,49,-2.21821103445085,2.40810122562043,mad_range,,,-0.128908723450918,0.9956570163070205,mad
19_landsat,3611,33,continuous,79,-2.44813070080989,1.97840142873974,mad_range,,,0.18149234644732,1.039647767963608,mad
19_landsat,3611,34,continuous,72,-2.33152989831874,2.75966598706102,mad_range,,,0.303912677642551,1.1544316618309705,mad
19_landsat,3611,35,continuous,96,-2.54564203006324,3.75215754067874,mad_range,,,0.130922787502099,0.8559024506616895,mad
